"ID"	"Std_Eff"	"coefficient"	"std_error"	"zvalue"	"pvalue"	"CI_low"	"CI_high"
"table1"	"intercept"	-1.12710581569928	2.10011609877869	-0.536687384261632	0.591483571813684	-5.24325773265827	2.98904610125971
"table1"	"slope_bias"	1.31805113862419	5.15964706363851	0.255453739832878	0.798372668786755	-8.79467127904514	11.4307735562935
"table10"	NA	NA	NA	NA	NA	NA	NA
"table11"	"intercept"	1.70811627486548	0.426435408422623	4.00556858349023	6.18684789348697e-05	0.872318232624515	2.54391431710645
"table11"	"slope_bias"	-4.533368716943	1.26470460224024	-3.58452772996382	0.000337688687316235	-7.01214418841592	-2.05459324547007
"table12"	"intercept"	-0.0861487160581992	0.38236603180907	-0.225304312861182	0.821742544743922	-0.835572367315472	0.663274935199074
"table12"	"slope_bias"	-1.5434480835119	1.01662970129481	-1.51820085675848	0.128963771605579	-3.53600568366345	0.449109516639643
"table13"	NA	NA	NA	NA	NA	NA	NA
"table14"	NA	NA	NA	NA	NA	NA	NA
"table15"	"intercept"	-2.21149089186972	0.898347448907806	-2.46173225577522	0.0138267842467602	-3.97221953733246	-0.450762246406987
"table15"	"slope_bias"	4.66602676385837	2.9539276930925	1.57960087336243	0.114198299131513	-1.12356512753841	10.4556186552551
"table16"	NA	NA	NA	NA	NA	NA	NA
"table17"	"intercept"	-2.19991141454554	1.38213708315859	-1.59167382262698	0.111458013127999	-4.90885031923363	0.50902749014254
"table17"	"slope_bias"	4.15199715480366	4.29272228335863	0.967217742200443	0.33343519456188	-4.26158391621179	12.5655782258191
"table18"	NA	NA	NA	NA	NA	NA	NA
"table19"	NA	NA	NA	NA	NA	NA	NA
"table2"	NA	NA	NA	NA	NA	NA	NA
"table20"	"intercept"	3.42696427092112	1.42064515347577	2.41225915038436	0.0158540082777391	0.642550935297232	6.21137760654501
"table20"	"slope_bias"	-6.7643615235162	2.4949742456976	-2.71119492923858	0.00670412010348729	-11.6544211874385	-1.87430185959391
"table21"	NA	NA	NA	NA	NA	NA	NA
"table22"	NA	NA	NA	NA	NA	NA	NA
"table23"	"intercept"	-0.731299381998327	0.274327458255661	-2.66578995281175	0.00768076654654279	-1.26897132014984	-0.193627443846816
"table23"	"slope_bias"	0.725033188478395	1.09218776272495	0.663835663814319	0.506795497005446	-1.41561549081789	2.86568186777468
"table24"	NA	NA	NA	NA	NA	NA	NA
"table25"	"intercept"	-0.0188366001801715	0.498714528249949	-0.0377703056822336	0.969870820104149	-0.996299114116955	0.958625913756612
"table25"	"slope_bias"	-1.47610203451894	1.81293477274057	-0.814205815186363	0.41552705465742	-5.02938889541075	2.07718482637288
"table26"	NA	NA	NA	NA	NA	NA	NA
"table27"	"intercept"	-0.74253382741281	1.01711933639245	-0.730036093941985	0.465368122296443	-2.7360510947213	1.25098343989568
"table27"	"slope_bias"	0.146937225697	2.1358619768217	0.0687952813859499	0.945152574099367	-4.03927532482206	4.33314977621606
